Compound_ID,Actual_Shift_ppm,Pred_Shift_ppm,Actual_Multiplicity,Pred_Multiplicity,Shift_Error_ppm,,,,,,,,
483,6.28909,6.28909,singlet,singlet,0,,,,,,,,
483,6.9141,6.9141,singlet,singlet,0,,,,,,,,
484,0.820317,0.834965,triplet,doublet,0.014647999999999994,,,,,,,,
484,0.837407,0.849614,triplet,doublet,0.012206999999999968,,,,,,,,
484,0.854496,0.893559,triplet,singlet,0.039063,,,,,,,,
484,1.07178,1.08155,doublet,singlet,0.00977,,,,,,,,
484,1.08155,1.13038,doublet,triplet,0.04883,,,,,,,,
484,1.14258,1.15479,doublet,triplet,0.012210000000000054,,,,,,,,
484,1.15479,1.16456,doublet,triplet,0.00977,,,,,,,,
484,1.35987,1.4087,multiplet,singlet,0.04883,,,,,,,,
484,1.56007,1.59913,quartet,singlet,0.03906,,,,,,,,
484,1.79444,1.84327,quartet,singlet,0.04883,,,,,,,,
484,2.03858,2.04347,quartet,singlet,0.00489,,,,,,,,
484,2.3755,2.38771,doublet,singlet,0.012210000000000054,,,,,,,,
484,2.49269,2.53908,triplet,singlet,0.04639,,,,,,,,
484,2.73927,2.72951,triplet,singlet,0.00976,,,,,,,,
484,3.02492,3.02492,doublet,doublet,0,,,,,,,,
484,3.03468,3.03468,doublet,doublet,0,,,,,,,,
484,4.31643,4.31887,quartet,singlet,0.00244,,,,,,,,
484,4.61916,4.61916,singlet,singlet,0,,,,,,,,
484,5.32718,5.3345,multiplet,singlet,0.00732,,,,,,,,
484,5.51761,5.52249,doublet,singlet,0.00488,,,,,,,,
484,5.7764,5.80569,triplet,singlet,0.029290000000000482,,,,,,,,
484,5.99612,6.01077,doublet,singlet,0.014649999999999608,,,,,,,,
485,1.1084,1.1084,singlet,doublet,0,,,,,,,,
485,1.14991,1.14991,singlet,triplet,0,,,,,,,,
485,2.18751,2.21681,doublet,singlet,0.029300000000000104,,,,,,,,
485,2.31691,2.32423,quartet,singlet,0.00732,,,,,,,,
485,5.91067,5.91067,doublet,singlet,0,,,,,,,,
485,6.40628,6.40628,singlet,singlet,0,,,,,,,,
485,6.96293,6.99222,doublet,singlet,0.029289999999999594,,,,,,,,
485,7.0972,7.11918,triplet,singlet,0.02198,,,,,,,,
485,7.30961,7.33402,quartet,singlet,0.02441,,,,,,,,
486,2.25343,2.29982,quartet,singlet,0.04639,,,,,,,,
486,2.51222,2.5049,quartet,doublet,0.00732,,,,,,,,
486,2.52199,2.52443,quartet,doublet,0.00244,,,,,,,,
486,3.14699,3.16164,triplet,singlet,0.014649999999999608,,,,,,,,
486,3.40822,3.40822,doublet,singlet,0,,,,,,,,
486,4.43362,4.44338,doublet,doublet,0.00976,,,,,,,,
486,4.45803,4.45803,doublet,doublet,0,,,,,,,,
487,3.92824,3.92824,doublet,triplet,0,,,,,,,,
487,3.95022,3.95022,doublet,triplet,0,,,,,,,,
487,7.37308,7.37553,singlet,singlet,0.00245,,,,,,,,
487,7.8223,7.8223,singlet,singlet,0,,,,,,,,
488,3.90871,3.90871,doublet,doublet,0,,,,,,,,
488,3.93068,3.93068,doublet,doublet,0,,,,,,,,
488,7.44144,7.45121,quartet,doublet,0.00977,,,,,,,,
488,7.45121,7.46586,multiplet,doublet,0.014650000000000496,,,,,,,,
488,7.61723,7.61723,singlet,singlet,0,,,,,,,,
488,7.76371,7.76615,doublet,doublet,0.00244,,,,,,,,
488,7.77592,7.77836,doublet,doublet,0.00244,,,,,,,,
489,6.77982,6.77982,doublet,triplet,0,,,,,,,,
489,6.80912,6.80912,doublet,quartet,0,,,,,,,,
489,7.83451,7.83451,singlet,doublet,0,,,,,,,,
490,0.883793,0.881352,doublet,doublet,0.002441,,,,,,,,
490,0.896001,0.893559,doublet,doublet,0.002442,,,,,,,,
490,1.00831,1.00831,singlet,doublet,0,,,,,,,,
490,1.35743,1.35743,singlet,singlet,0,,,,,,,,
490,1.5088,1.5503,multiplet,singlet,0.0415,,,,,,,,
490,1.97511,2.0044,multiplet,singlet,0.029290000000000038,,,,,,,,
490,2.07765,2.10694,triplet,triplet,0.029289999999999594,,,,,,,,
490,2.08985,2.11915,quartet,triplet,0.0293,,,,,,,,
490,2.1045,2.13136,quartet,triplet,0.026860000000000106,,,,,,,,
490,2.28028,2.31935,quartet,singlet,0.03907,,,,,,,,
490,2.49269,2.54152,quartet,singlet,0.04883,,,,,,,,
490,4.21877,4.21877,singlet,singlet,0,,,,,,,,
490,4.35061,4.3677,quartet,singlet,0.017090000000000494,,,,,,,,
490,4.88528,4.9219,doublet,singlet,0.03662,,,,,,,,
490,5.02932,5.01956,doublet,singlet,0.00976,,,,,,,,
490,6.08401,6.08401,singlet,singlet,0,,,,,,,,
490,6.31107,6.32572,doublet,singlet,0.014649999999999608,,,,,,,,
490,7.19486,7.20463,quartet,singlet,0.00977,,,,,,,,
491,7.12894,7.12894,singlet,singlet,0,,,,,,,,
491,7.54887,7.55863,triplet,triplet,0.00976,,,,,,,,
491,7.56596,7.58305,triplet,triplet,0.017090000000000494,,,,,,,,
491,7.5806,7.59769,triplet,triplet,0.017090000000000494,,,,,,,,
491,7.74418,7.75639,doublet,triplet,0.01221,,,,,,,,
491,7.75639,7.72465,triplet,doublet,0.03174,,,,,,,,
491,7.79057,7.79545,triplet,triplet,0.00488,,,,,,,,
491,7.80766,7.80766,doublet,doublet,0,,,,,,,,
492,7.53666,7.54887,quartet,triplet,0.01221,,,,,,,,
492,7.55131,7.56596,multiplet,triplet,0.014649999999999608,,,,,,,,
492,7.56351,7.57328,multiplet,triplet,0.00977,,,,,,,,
492,7.86137,7.86137,doublet,doublet,0,,,,,,,,
492,7.87846,7.87602,doublet,doublet,0.00244,,,,,,,,
492,8.03715,8.03959,triplet,doublet,0.00244,,,,,,,,
492,8.05424,8.05424,triplet,doublet,0,,,,,,,,
492,8.07133,8.10307,triplet,singlet,0.03174,,,,,,,,
492,8.33012,8.33012,doublet,doublet,0,,,,,,,,
492,8.34477,8.34965,doublet,doublet,0.00488,,,,,,,,
492,8.84282,8.84282,singlet,singlet,0,,,,,,,,
493,0.874028,0.874028,triplet,triplet,0,,,,,,,,
493,0.886235,0.886235,triplet,triplet,0,,,,,,,,
493,0.900883,0.898442,triplet,triplet,0.002441,,,,,,,,
493,1.22803,1.23047,quartet,triplet,0.00244,,,,,,,,
493,1.24024,1.24756,multiplet,quartet,0.00732,,,,,,,,
493,1.25489,1.26221,multiplet,quartet,0.00732,,,,,,,,
493,1.26221,1.27442,multiplet,triplet,0.012210000000000054,,,,,,,,
493,1.56495,1.59669,triplet,singlet,0.03174,,,,,,,,
493,2.25587,2.26075,triplet,doublet,0.00488,,,,,,,,
493,2.27296,2.27296,triplet,doublet,0,,,,,,,,
493,4.11623,4.12844,quartet,doublet,0.012210000000000498,,,,,,,,
493,4.12844,4.14065,quartet,doublet,0.01221,,,,,,,,
494,7.62211,7.64164,triplet,doublet,0.019529999999999603,,,,,,,,
494,7.6392,7.65629,triplet,doublet,0.017090000000000494,,,,,,,,
494,8.08842,8.08598,doublet,doublet,0.00244,,,,,,,,
494,8.10551,8.10063,doublet,doublet,0.00488,,,,,,,,
494,8.67924,8.67924,singlet,singlet,0,,,,,,,,
495,2.19239,2.19239,singlet,singlet,0,,,,,,,,
495,4.66799,4.66799,singlet,triplet,0,,,,,,,,
495,6.83841,6.84818,doublet,singlet,0.00977,,,,,,,,
495,7.15824,7.16556,doublet,doublet,0.00732,,,,,,,,
495,7.17533,7.18021,doublet,doublet,0.00488,,,,,,,,
496,0.891118,0.888676,triplet,triplet,0.002442,,,,,,,,
496,0.903325,0.900883,triplet,triplet,0.002442,,,,,,,,
496,0.915532,0.913091,triplet,triplet,0.002441,,,,,,,,
496,1.24268,1.29151,quartet,singlet,0.04883,,,,,,,,
496,1.29395,1.33546,multiplet,singlet,0.04151,,,,,,,,
496,1.42579,1.47218,multiplet,triplet,0.04639,,,,,,,,
496,1.44288,1.48682,multiplet,triplet,0.04394,,,,,,,,
496,1.46485,1.5088,multiplet,quartet,0.043949999999999934,,,,,,,,
496,1.50636,1.54786,multiplet,doublet,0.0415,,,,,,,,
496,1.56739,1.61378,multiplet,singlet,0.04639,,,,,,,,
496,1.68458,1.72852,multiplet,triplet,0.04394,,,,,,,,
496,1.69679,1.74317,multiplet,quartet,0.04638,,,,,,,,
496,1.70655,1.7505,multiplet,quartet,0.043949999999999934,,,,,,,,
496,1.7212,1.77003,multiplet,triplet,0.04883,,,,,,,,
496,2.16066,2.12403,multiplet,doublet,0.03663,,,,,,,,
496,2.1753,2.22413,multiplet,singlet,0.04883,,,,,,,,
496,2.22657,2.27296,multiplet,doublet,0.04639,,,,,,,,
496,2.24122,2.28761,multiplet,triplet,0.04639,,,,,,,,
496,2.27296,2.31935,multiplet,doublet,0.04639,,,,,,,,
496,2.44874,2.42433,quartet,singlet,0.024410000000000043,,,,,,,,
496,2.58302,2.58302,singlet,singlet,0,,,,,,,,
496,3.18117,3.18117,singlet,singlet,0,,,,,,,,
496,5.69095,5.69339,singlet,singlet,0.00244,,,,,,,,
497,1.07422,1.07422,triplet,triplet,0,,,,,,,,
497,1.08887,1.08887,triplet,triplet,0,,,,,,,,
497,1.10108,1.10352,triplet,triplet,0.00244,,,,,,,,
497,1.42091,1.42091,doublet,doublet,0,,,,,,,,
497,1.43311,1.43311,doublet,doublet,0,,,,,,,,
497,3.25685,3.27394,quartet,doublet,0.01709,,,,,,,,
497,3.2715,3.3008,multiplet,triplet,0.029300000000000104,,,,,,,,
497,3.28127,3.31545,multiplet,doublet,0.034179999999999655,,,,,,,,
497,5.56888,5.58108,quartet,doublet,0.012199999999999989,,,,,,,,
497,5.58108,5.59329,quartet,doublet,0.01221,,,,,,,,
497,7.42924,7.44633,triplet,singlet,0.017089999999999606,,,,,,,,
497,7.98832,7.98588,doublet,singlet,0.00244,,,,,,,,
498,1.77735,1.81397,multiplet,doublet,0.03662,,,,,,,,
498,1.78712,1.82862,multiplet,doublet,0.0415,,,,,,,,
498,3.25929,3.2715,quartet,singlet,0.012210000000000054,,,,,,,,
498,3.75002,3.75002,singlet,singlet,0,,,,,,,,
498,6.57474,6.57474,singlet,singlet,0,,,,,,,,
499,3.82814,3.82814,doublet,triplet,0,,,,,,,,
499,3.85012,3.85012,doublet,triplet,0,,,,,,,,
499,6.63822,6.64066,doublet,doublet,0.00244,,,,,,,,
499,6.65531,6.65531,doublet,doublet,0,,,,,,,,
500,2.05567,2.05567,triplet,quartet,0,,,,,,,,
500,2.08253,2.0923,quartet,triplet,0.00977,,,,,,,,
500,2.08985,2.06788,quartet,quartet,0.021970000000000045,,,,,,,,
500,3.43752,3.43752,singlet,singlet,0,,,,,,,,
500,5.26126,5.29788,multiplet,singlet,0.03662,,,,,,,,
501,2.17042,2.17042,singlet,singlet,0,,,,,,,,
501,2.5879,2.5879,singlet,singlet,0,,,,,,,,
501,6.53812,6.53812,singlet,singlet,0,,,,,,,,
501,7.32426,7.36332,triplet,singlet,0.039060000000000095,,,,,,,,
501,7.48051,7.50004,triplet,singlet,0.01953,,,,,,,,
501,8.41557,8.41557,singlet,singlet,0,,,,,,,,
502,0.957036,0.957036,doublet,singlet,0,,,,,,,,
502,1.29151,1.29151,singlet,singlet,0,,,,,,,,
502,1.45509,1.45509,doublet,doublet,0,,,,,,,,
502,1.46241,1.46973,doublet,doublet,0.00732,,,,,,,,
502,1.65284,1.69679,multiplet,singlet,0.043949999999999934,,,,,,,,
502,1.85304,1.86036,quartet,singlet,0.00732,,,,,,,,
502,2.07032,2.07032,singlet,singlet,0,,,,,,,,
502,2.40724,2.41456,triplet,singlet,0.00732,,,,,,,,
502,2.73927,2.77345,multiplet,singlet,0.03418,,,,,,,,
502,4.68752,4.70217,quartet,singlet,0.014649999999999608,,,,,,,,
502,5.33206,5.34427,triplet,singlet,0.01221,,,,,,,,
502,6.13773,6.17191,doublet,singlet,0.03418,,,,,,,,
502,6.31107,6.30618,triplet,singlet,0.00489,,,,,,,,
